"Name","Asthma Hospitalizations"
"Description","<normal><g class=""gr_ gr_5 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""5"" data-gr-id=""5"">Number</g> of asthma hospitalizations among NYC resident children by age groups (0 to 4, 5 to 17 and 0 to 17).<br />
<g class=""gr_ gr_6 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins doubleReplace replaceWithoutSep"" id=""6"" data-gr-id=""6"">Rate</g> of asthma hospitalizations per 10,000 children in specific age groups (0 to 4, 5 to 17 and 0 to 17).<br />
<br />
</normal>"
"Source Notes","New York State Statewide Planning and Research Cooperative System (SPARCS) Deidentified Hospital Discharge Data, retrieved from&nbsp;<g class=""gr_ gr_5 gr-alert gr_gramm gr_inline_cards gr_run_anim Grammar only-ins replaceWithoutSep"" id=""5"" data-gr-id=""5"">New</g>&nbsp;York City Department of Health and Mental Hygiene NYC Tracking Program: Environment and Health Data Portal. [Asthma Hospitalizations; 2000-2016].&nbsp;<a href=""http://a816-dohbesp.nyc.gov/IndicatorPublic/"" target=""_blank"">http://a816-dohbesp.nyc.gov/IndicatorPublic/</a>"
"Notes","<normal>Rates are calculated by using number of asthma hospitalizations among NYC resident children for particular age group, divided by the population of children for the same age group, expressed as cases per 10,000 resident children for the respective age group (i.e. asthma hospitalization among NYC resident children ages 0 to 4, divided by the population of children ages 0 to 4, expressed as cases per 10,000 population ages 0 to 4).<br />
<br />
UHFs with the value of&nbsp;<strong>0</strong>&nbsp;represent data suppressed by DOHMH due to small sample size or insufficient data.&nbsp;<br />
</normal>"

Location,Age Group,TimeFrame,DataFormat,Data,Fips
Port  Richmond,0 to 17 Years,2008,Number,51,uhf501
Stapleton - St. George,0 to 17 Years,2008,Number,78,uhf502
Willowbrook,0 to 17 Years,2008,Number,23,uhf503
South Beach - Tottenville,0 to 17 Years,2008,Number,41,uhf504
Bronx,0 to 17 Years,2009,Number,3449,36005
Brooklyn,0 to 17 Years,2009,Number,2750,36047
Manhattan,0 to 17 Years,2009,Number,1022,36061
Queens,0 to 17 Years,2009,Number,1767,36081
Staten Island,0 to 17 Years,2009,Number,242,36085
New York City,0 to 17 Years,2009,Number,9230,3651000
Kingsbridge - Riverdale,0 to 17 Years,2009,Number,61,uhf101
Northeast Bronx,0 to 17 Years,2009,Number,282,uhf102
Fordham - Bronx Park,0 to 17 Years,2009,Number,693,uhf103
Pelham - Throgs Neck,0 to 17 Years,2009,Number,588,uhf104
Crotona - Tremont,0 to 17 Years,2009,Number,631,uhf105
High Bridge - Morrisania,0 to 17 Years,2009,Number,657,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2009,Number,504,uhf107
Greenpoint,0 to 17 Years,2009,Number,88,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2009,Number,176,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2009,Number,645,uhf203
East New York,0 to 17 Years,2009,Number,376,uhf204
Sunset Park,0 to 17 Years,2009,Number,62,uhf205
Borough Park,0 to 17 Years,2009,Number,97,uhf206
East Flatbush - Flatbush,0 to 17 Years,2009,Number,446,uhf207
Canarsie - Flatlands,0 to 17 Years,2009,Number,195,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2009,Number,34,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2009,Number,101,uhf210
Williamsburg - Bushwick,0 to 17 Years,2009,Number,503,uhf211
Washington Heights - Inwood,0 to 17 Years,2009,Number,168,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2009,Number,298,uhf302
East Harlem,0 to 17 Years,2009,Number,254,uhf303
Upper West Side,0 to 17 Years,2009,Number,87,uhf304
Upper East Side,0 to 17 Years,2009,Number,49,uhf305
Chelsea - Clinton,0 to 17 Years,2009,Number,27,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2009,Number,17,uhf307
Greenwich Village - Soho,0 to 17 Years,2009,Number,8,uhf308
Union Square - Lower East Side,0 to 17 Years,2009,Number,80,uhf309
Lower Manhattan,0 to 17 Years,2009,Number,10,uhf310
Long Island City - Astoria,0 to 17 Years,2009,Number,79,uhf401
West Queens,0 to 17 Years,2009,Number,225,uhf402
Flushing - Clearview,0 to 17 Years,2009,Number,84,uhf403
Bayside - Little Neck,0 to 17 Years,2009,Number,34,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2009,Number,157,uhf405
Fresh Meadows,0 to 17 Years,2009,Number,50,uhf406
Southwest Queens,0 to 17 Years,2009,Number,269,uhf407
Jamaica,0 to 17 Years,2009,Number,431,uhf408
Southeast Queens,0 to 17 Years,2009,Number,224,uhf409
Rockaway,0 to 17 Years,2009,Number,185,uhf410
Port  Richmond,0 to 17 Years,2009,Number,80,uhf501
Stapleton - St. George,0 to 17 Years,2009,Number,78,uhf502
Willowbrook,0 to 17 Years,2009,Number,35,uhf503
South Beach - Tottenville,0 to 17 Years,2009,Number,47,uhf504
Bronx,0 to 17 Years,2010,Number,2921,36005
Brooklyn,0 to 17 Years,2010,Number,2271,36047
Manhattan,0 to 17 Years,2010,Number,931,36061
Queens,0 to 17 Years,2010,Number,1537,36081
Staten Island,0 to 17 Years,2010,Number,205,36085
New York City,0 to 17 Years,2010,Number,7865,3651000
Kingsbridge - Riverdale,0 to 17 Years,2010,Number,74,uhf101
Northeast Bronx,0 to 17 Years,2010,Number,285,uhf102
Fordham - Bronx Park,0 to 17 Years,2010,Number,563,uhf103
Pelham - Throgs Neck,0 to 17 Years,2010,Number,491,uhf104
Crotona - Tremont,0 to 17 Years,2010,Number,552,uhf105
High Bridge - Morrisania,0 to 17 Years,2010,Number,505,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2010,Number,435,uhf107
Greenpoint,0 to 17 Years,2010,Number,48,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2010,Number,135,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2010,Number,559,uhf203
East New York,0 to 17 Years,2010,Number,348,uhf204
Sunset Park,0 to 17 Years,2010,Number,56,uhf205
Borough Park,0 to 17 Years,2010,Number,64,uhf206
East Flatbush - Flatbush,0 to 17 Years,2010,Number,361,uhf207
Canarsie - Flatlands,0 to 17 Years,2010,Number,160,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2010,Number,20,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2010,Number,90,uhf210
Williamsburg - Bushwick,0 to 17 Years,2010,Number,402,uhf211
Washington Heights - Inwood,0 to 17 Years,2010,Number,176,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2010,Number,246,uhf302
East Harlem,0 to 17 Years,2010,Number,240,uhf303
Upper West Side,0 to 17 Years,2010,Number,77,uhf304
Upper East Side,0 to 17 Years,2010,Number,48,uhf305
Chelsea - Clinton,0 to 17 Years,2010,Number,32,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2010,Number,20,uhf307
Greenwich Village - Soho,0 to 17 Years,2010,Number,0,uhf308
Union Square - Lower East Side,0 to 17 Years,2010,Number,59,uhf309
Lower Manhattan,0 to 17 Years,2010,Number,8,uhf310
Long Island City - Astoria,0 to 17 Years,2010,Number,86,uhf401
West Queens,0 to 17 Years,2010,Number,197,uhf402
Flushing - Clearview,0 to 17 Years,2010,Number,89,uhf403
Bayside - Little Neck,0 to 17 Years,2010,Number,23,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2010,Number,160,uhf405
Fresh Meadows,0 to 17 Years,2010,Number,46,uhf406
Southwest Queens,0 to 17 Years,2010,Number,226,uhf407
Jamaica,0 to 17 Years,2010,Number,343,uhf408
Southeast Queens,0 to 17 Years,2010,Number,173,uhf409
Rockaway,0 to 17 Years,2010,Number,177,uhf410
Port  Richmond,0 to 17 Years,2010,Number,56,uhf501
Stapleton - St. George,0 to 17 Years,2010,Number,85,uhf502
Willowbrook,0 to 17 Years,2010,Number,12,uhf503
South Beach - Tottenville,0 to 17 Years,2010,Number,43,uhf504
Bronx,0 to 17 Years,2011,Number,2995,36005
Brooklyn,0 to 17 Years,2011,Number,2335,36047
Manhattan,0 to 17 Years,2011,Number,903,36061
Queens,0 to 17 Years,2011,Number,1309,36081
Staten Island,0 to 17 Years,2011,Number,183,36085
New York City,0 to 17 Years,2011,Number,7725,3651000
Kingsbridge - Riverdale,0 to 17 Years,2011,Number,65,uhf101
Northeast Bronx,0 to 17 Years,2011,Number,303,uhf102
Fordham - Bronx Park,0 to 17 Years,2011,Number,528,uhf103
Pelham - Throgs Neck,0 to 17 Years,2011,Number,552,uhf104
Crotona - Tremont,0 to 17 Years,2011,Number,529,uhf105
High Bridge - Morrisania,0 to 17 Years,2011,Number,533,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2011,Number,457,uhf107
Greenpoint,0 to 17 Years,2011,Number,43,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2011,Number,176,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2011,Number,582,uhf203
East New York,0 to 17 Years,2011,Number,313,uhf204
Sunset Park,0 to 17 Years,2011,Number,64,uhf205
Borough Park,0 to 17 Years,2011,Number,103,uhf206
East Flatbush - Flatbush,0 to 17 Years,2011,Number,361,uhf207
Canarsie - Flatlands,0 to 17 Years,2011,Number,176,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2011,Number,42,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2011,Number,67,uhf210
Williamsburg - Bushwick,0 to 17 Years,2011,Number,387,uhf211
Washington Heights - Inwood,0 to 17 Years,2011,Number,164,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2011,Number,259,uhf302
East Harlem,0 to 17 Years,2011,Number,212,uhf303
Upper West Side,0 to 17 Years,2011,Number,75,uhf304
Upper East Side,0 to 17 Years,2011,Number,51,uhf305
Chelsea - Clinton,0 to 17 Years,2011,Number,25,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2011,Number,9,uhf307
Greenwich Village - Soho,0 to 17 Years,2011,Number,0,uhf308
Union Square - Lower East Side,0 to 17 Years,2011,Number,67,uhf309
Lower Manhattan,0 to 17 Years,2011,Number,9,uhf310
Long Island City - Astoria,0 to 17 Years,2011,Number,80,uhf401
West Queens,0 to 17 Years,2011,Number,187,uhf402
Flushing - Clearview,0 to 17 Years,2011,Number,83,uhf403
Bayside - Little Neck,0 to 17 Years,2011,Number,7,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2011,Number,149,uhf405
Fresh Meadows,0 to 17 Years,2011,Number,48,uhf406
Southwest Queens,0 to 17 Years,2011,Number,170,uhf407
Jamaica,0 to 17 Years,2011,Number,267,uhf408
Southeast Queens,0 to 17 Years,2011,Number,157,uhf409
Rockaway,0 to 17 Years,2011,Number,132,uhf410
Port  Richmond,0 to 17 Years,2011,Number,65,uhf501
Stapleton - St. George,0 to 17 Years,2011,Number,63,uhf502
Willowbrook,0 to 17 Years,2011,Number,18,uhf503
South Beach - Tottenville,0 to 17 Years,2011,Number,36,uhf504
Bronx,0 to 17 Years,2012,Number,3189,36005
Brooklyn,0 to 17 Years,2012,Number,2395,36047
Manhattan,0 to 17 Years,2012,Number,939,36061
Queens,0 to 17 Years,2012,Number,1337,36081
Staten Island,0 to 17 Years,2012,Number,207,36085
New York City,0 to 17 Years,2012,Number,8067,3651000
Kingsbridge - Riverdale,0 to 17 Years,2012,Number,67,uhf101
Northeast Bronx,0 to 17 Years,2012,Number,320,uhf102
Fordham - Bronx Park,0 to 17 Years,2012,Number,559,uhf103
Pelham - Throgs Neck,0 to 17 Years,2012,Number,609,uhf104
Crotona - Tremont,0 to 17 Years,2012,Number,524,uhf105
High Bridge - Morrisania,0 to 17 Years,2012,Number,571,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2012,Number,501,uhf107
Greenpoint,0 to 17 Years,2012,Number,34,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2012,Number,171,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2012,Number,591,uhf203
East New York,0 to 17 Years,2012,Number,329,uhf204
Sunset Park,0 to 17 Years,2012,Number,57,uhf205
Borough Park,0 to 17 Years,2012,Number,90,uhf206
East Flatbush - Flatbush,0 to 17 Years,2012,Number,387,uhf207
Canarsie - Flatlands,0 to 17 Years,2012,Number,191,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2012,Number,44,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2012,Number,85,uhf210
Williamsburg - Bushwick,0 to 17 Years,2012,Number,387,uhf211
Washington Heights - Inwood,0 to 17 Years,2012,Number,160,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2012,Number,299,uhf302
East Harlem,0 to 17 Years,2012,Number,203,uhf303
Upper West Side,0 to 17 Years,2012,Number,57,uhf304
Upper East Side,0 to 17 Years,2012,Number,53,uhf305
Chelsea - Clinton,0 to 17 Years,2012,Number,30,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2012,Number,13,uhf307
Greenwich Village - Soho,0 to 17 Years,2012,Number,7,uhf308
Union Square - Lower East Side,0 to 17 Years,2012,Number,77,uhf309
Lower Manhattan,0 to 17 Years,2012,Number,0,uhf310
Long Island City - Astoria,0 to 17 Years,2012,Number,70,uhf401
West Queens,0 to 17 Years,2012,Number,234,uhf402
Flushing - Clearview,0 to 17 Years,2012,Number,68,uhf403
Bayside - Little Neck,0 to 17 Years,2012,Number,31,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2012,Number,146,uhf405
Fresh Meadows,0 to 17 Years,2012,Number,37,uhf406
Southwest Queens,0 to 17 Years,2012,Number,218,uhf407
Jamaica,0 to 17 Years,2012,Number,257,uhf408
Southeast Queens,0 to 17 Years,2012,Number,176,uhf409
Rockaway,0 to 17 Years,2012,Number,86,uhf410
Port  Richmond,0 to 17 Years,2012,Number,79,uhf501
Stapleton - St. George,0 to 17 Years,2012,Number,65,uhf502
Willowbrook,0 to 17 Years,2012,Number,14,uhf503
South Beach - Tottenville,0 to 17 Years,2012,Number,38,uhf504
Bronx,0 to 17 Years,2013,Number,3166,36005
Brooklyn,0 to 17 Years,2013,Number,2233,36047
Manhattan,0 to 17 Years,2013,Number,901,36061
Queens,0 to 17 Years,2013,Number,1239,36081
Staten Island,0 to 17 Years,2013,Number,199,36085
New York City,0 to 17 Years,2013,Number,7738,3651000
Kingsbridge - Riverdale,0 to 17 Years,2013,Number,72,uhf101
Northeast Bronx,0 to 17 Years,2013,Number,319,uhf102
Fordham - Bronx Park,0 to 17 Years,2013,Number,589,uhf103
Pelham - Throgs Neck,0 to 17 Years,2013,Number,515,uhf104
Crotona - Tremont,0 to 17 Years,2013,Number,559,uhf105
High Bridge - Morrisania,0 to 17 Years,2013,Number,627,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2013,Number,453,uhf107
Greenpoint,0 to 17 Years,2013,Number,26,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2013,Number,130,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2013,Number,581,uhf203
East New York,0 to 17 Years,2013,Number,346,uhf204
Sunset Park,0 to 17 Years,2013,Number,63,uhf205
Borough Park,0 to 17 Years,2013,Number,70,uhf206
East Flatbush - Flatbush,0 to 17 Years,2013,Number,409,uhf207
Canarsie - Flatlands,0 to 17 Years,2013,Number,191,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2013,Number,30,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2013,Number,74,uhf210
Williamsburg - Bushwick,0 to 17 Years,2013,Number,292,uhf211
Washington Heights - Inwood,0 to 17 Years,2013,Number,161,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2013,Number,276,uhf302
East Harlem,0 to 17 Years,2013,Number,222,uhf303
Upper West Side,0 to 17 Years,2013,Number,56,uhf304
Upper East Side,0 to 17 Years,2013,Number,41,uhf305
Chelsea - Clinton,0 to 17 Years,2013,Number,21,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2013,Number,16,uhf307
Greenwich Village - Soho,0 to 17 Years,2013,Number,6,uhf308
Union Square - Lower East Side,0 to 17 Years,2013,Number,67,uhf309
Lower Manhattan,0 to 17 Years,2013,Number,4,uhf310
Long Island City - Astoria,0 to 17 Years,2013,Number,66,uhf401
West Queens,0 to 17 Years,2013,Number,202,uhf402
Flushing - Clearview,0 to 17 Years,2013,Number,82,uhf403
Bayside - Little Neck,0 to 17 Years,2013,Number,12,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2013,Number,87,uhf405
Fresh Meadows,0 to 17 Years,2013,Number,49,uhf406
Southwest Queens,0 to 17 Years,2013,Number,181,uhf407
Jamaica,0 to 17 Years,2013,Number,288,uhf408
Southeast Queens,0 to 17 Years,2013,Number,158,uhf409
Rockaway,0 to 17 Years,2013,Number,86,uhf410
Port  Richmond,0 to 17 Years,2013,Number,64,uhf501
Stapleton - St. George,0 to 17 Years,2013,Number,77,uhf502
Willowbrook,0 to 17 Years,2013,Number,12,uhf503
South Beach - Tottenville,0 to 17 Years,2013,Number,39,uhf504
Bronx,0 to 17 Years,2014,Number,3260,36005
Brooklyn,0 to 17 Years,2014,Number,2302,36047
Manhattan,0 to 17 Years,2014,Number,942,36061
Queens,0 to 17 Years,2014,Number,1317,36081
Staten Island,0 to 17 Years,2014,Number,207,36085
New York City,0 to 17 Years,2014,Number,8028,3651000
Kingsbridge - Riverdale,0 to 17 Years,2014,Number,71,uhf101
Northeast Bronx,0 to 17 Years,2014,Number,324,uhf102
Fordham - Bronx Park,0 to 17 Years,2014,Number,648,uhf103
Pelham - Throgs Neck,0 to 17 Years,2014,Number,521,uhf104
Crotona - Tremont,0 to 17 Years,2014,Number,567,uhf105
High Bridge - Morrisania,0 to 17 Years,2014,Number,624,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2014,Number,478,uhf107
Greenpoint,0 to 17 Years,2014,Number,46,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2014,Number,121,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2014,Number,607,uhf203
East New York,0 to 17 Years,2014,Number,366,uhf204
Sunset Park,0 to 17 Years,2014,Number,54,uhf205
Borough Park,0 to 17 Years,2014,Number,73,uhf206
East Flatbush - Flatbush,0 to 17 Years,2014,Number,460,uhf207
Canarsie - Flatlands,0 to 17 Years,2014,Number,159,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2014,Number,17,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2014,Number,82,uhf210
Williamsburg - Bushwick,0 to 17 Years,2014,Number,292,uhf211
Washington Heights - Inwood,0 to 17 Years,2014,Number,217,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2014,Number,233,uhf302
East Harlem,0 to 17 Years,2014,Number,239,uhf303
Upper West Side,0 to 17 Years,2014,Number,64,uhf304
Upper East Side,0 to 17 Years,2014,Number,40,uhf305
Chelsea - Clinton,0 to 17 Years,2014,Number,32,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2014,Number,14,uhf307
Greenwich Village - Soho,0 to 17 Years,2014,Number,4,uhf308
Union Square - Lower East Side,0 to 17 Years,2014,Number,57,uhf309
Lower Manhattan,0 to 17 Years,2014,Number,2,uhf310
Long Island City - Astoria,0 to 17 Years,2014,Number,67,uhf401
West Queens,0 to 17 Years,2014,Number,249,uhf402
Flushing - Clearview,0 to 17 Years,2014,Number,75,uhf403
Bayside - Little Neck,0 to 17 Years,2014,Number,21,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2014,Number,109,uhf405
Fresh Meadows,0 to 17 Years,2014,Number,34,uhf406
Southwest Queens,0 to 17 Years,2014,Number,209,uhf407
Jamaica,0 to 17 Years,2014,Number,276,uhf408
Southeast Queens,0 to 17 Years,2014,Number,162,uhf409
Rockaway,0 to 17 Years,2014,Number,100,uhf410
Port  Richmond,0 to 17 Years,2014,Number,67,uhf501
Stapleton - St. George,0 to 17 Years,2014,Number,80,uhf502
Willowbrook,0 to 17 Years,2014,Number,11,uhf503
South Beach - Tottenville,0 to 17 Years,2014,Number,40,uhf504
Bronx,0 to 17 Years,2015,Number,2896,36005
Brooklyn,0 to 17 Years,2015,Number,2017,36047
Manhattan,0 to 17 Years,2015,Number,821,36061
Queens,0 to 17 Years,2015,Number,1142,36081
Staten Island,0 to 17 Years,2015,Number,185,36085
New York City,0 to 17 Years,2015,Number,7061,3651000
Kingsbridge - Riverdale,0 to 17 Years,2015,Number,60,uhf101
Northeast Bronx,0 to 17 Years,2015,Number,268,uhf102
Fordham - Bronx Park,0 to 17 Years,2015,Number,548,uhf103
Pelham - Throgs Neck,0 to 17 Years,2015,Number,523,uhf104
Crotona - Tremont,0 to 17 Years,2015,Number,463,uhf105
High Bridge - Morrisania,0 to 17 Years,2015,Number,574,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2015,Number,431,uhf107
Greenpoint,0 to 17 Years,2015,Number,27,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2015,Number,114,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2015,Number,506,uhf203
East New York,0 to 17 Years,2015,Number,349,uhf204
Sunset Park,0 to 17 Years,2015,Number,37,uhf205
Borough Park,0 to 17 Years,2015,Number,75,uhf206
East Flatbush - Flatbush,0 to 17 Years,2015,Number,413,uhf207
Canarsie - Flatlands,0 to 17 Years,2015,Number,179,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2015,Number,27,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2015,Number,58,uhf210
Williamsburg - Bushwick,0 to 17 Years,2015,Number,219,uhf211
Washington Heights - Inwood,0 to 17 Years,2015,Number,175,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2015,Number,234,uhf302
East Harlem,0 to 17 Years,2015,Number,197,uhf303
Upper West Side,0 to 17 Years,2015,Number,51,uhf304
Upper East Side,0 to 17 Years,2015,Number,42,uhf305
Chelsea - Clinton,0 to 17 Years,2015,Number,21,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2015,Number,5,uhf307
Greenwich Village - Soho,0 to 17 Years,2015,Number,1,uhf308
Union Square - Lower East Side,0 to 17 Years,2015,Number,67,uhf309
Lower Manhattan,0 to 17 Years,2015,Number,4,uhf310
Long Island City - Astoria,0 to 17 Years,2015,Number,47,uhf401
West Queens,0 to 17 Years,2015,Number,177,uhf402
Flushing - Clearview,0 to 17 Years,2015,Number,70,uhf403
Bayside - Little Neck,0 to 17 Years,2015,Number,19,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2015,Number,95,uhf405
Fresh Meadows,0 to 17 Years,2015,Number,57,uhf406
Southwest Queens,0 to 17 Years,2015,Number,183,uhf407
Jamaica,0 to 17 Years,2015,Number,261,uhf408
Southeast Queens,0 to 17 Years,2015,Number,135,uhf409
Rockaway,0 to 17 Years,2015,Number,86,uhf410
Port  Richmond,0 to 17 Years,2015,Number,68,uhf501
Stapleton - St. George,0 to 17 Years,2015,Number,59,uhf502
Willowbrook,0 to 17 Years,2015,Number,12,uhf503
South Beach - Tottenville,0 to 17 Years,2015,Number,38,uhf504
Bronx,0 to 17 Years,2016,Number,2657,36005
Brooklyn,0 to 17 Years,2016,Number,1967,36047
Manhattan,0 to 17 Years,2016,Number,856,36061
Queens,0 to 17 Years,2016,Number,1065,36081
Staten Island,0 to 17 Years,2016,Number,208,36085
New York City,0 to 17 Years,2016,Number,6753,3651000
Kingsbridge - Riverdale,0 to 17 Years,2016,Number,53,uhf101
Northeast Bronx,0 to 17 Years,2016,Number,265,uhf102
Fordham - Bronx Park,0 to 17 Years,2016,Number,545,uhf103
Pelham - Throgs Neck,0 to 17 Years,2016,Number,441,uhf104
Crotona - Tremont,0 to 17 Years,2016,Number,427,uhf105
High Bridge - Morrisania,0 to 17 Years,2016,Number,565,uhf106
Hunts Point - Mott Haven,0 to 17 Years,2016,Number,361,uhf107
Greenpoint,0 to 17 Years,2016,Number,26,uhf201
Downtown  - Heights - Slope,0 to 17 Years,2016,Number,112,uhf202
Bedford Stuyvesant - Crown Heights,0 to 17 Years,2016,Number,473,uhf203
East New York,0 to 17 Years,2016,Number,361,uhf204
Sunset Park,0 to 17 Years,2016,Number,33,uhf205
Borough Park,0 to 17 Years,2016,Number,72,uhf206
East Flatbush - Flatbush,0 to 17 Years,2016,Number,364,uhf207
Canarsie - Flatlands,0 to 17 Years,2016,Number,172,uhf208
Bensonhurst - Bay Ridge,0 to 17 Years,2016,Number,30,uhf209
Coney Island - Sheepshead Bay,0 to 17 Years,2016,Number,84,uhf210
Williamsburg - Bushwick,0 to 17 Years,2016,Number,240,uhf211
Washington Heights - Inwood,0 to 17 Years,2016,Number,210,uhf301
Central Harlem - Morningside Heights,0 to 17 Years,2016,Number,284,uhf302
East Harlem,0 to 17 Years,2016,Number,151,uhf303
Upper West Side,0 to 17 Years,2016,Number,43,uhf304
Upper East Side,0 to 17 Years,2016,Number,39,uhf305
Chelsea - Clinton,0 to 17 Years,2016,Number,11,uhf306
Gramercy Park -  Murray Hill,0 to 17 Years,2016,Number,8,uhf307
Greenwich Village - Soho,0 to 17 Years,2016,Number,4,uhf308
Union Square - Lower East Side,0 to 17 Years,2016,Number,73,uhf309
Lower Manhattan,0 to 17 Years,2016,Number,7,uhf310
Long Island City - Astoria,0 to 17 Years,2016,Number,55,uhf401
West Queens,0 to 17 Years,2016,Number,199,uhf402
Flushing - Clearview,0 to 17 Years,2016,Number,79,uhf403
Bayside - Little Neck,0 to 17 Years,2016,Number,7,uhf404
Ridgewood - Forest Hills,0 to 17 Years,2016,Number,97,uhf405
Fresh Meadows,0 to 17 Years,2016,Number,51,uhf406
Southwest Queens,0 to 17 Years,2016,Number,146,uhf407
Jamaica,0 to 17 Years,2016,Number,239,uhf408
Southeast Queens,0 to 17 Years,2016,Number,115,uhf409
Rockaway,0 to 17 Years,2016,Number,73,uhf410
Port  Richmond,0 to 17 Years,2016,Number,83,uhf501
Stapleton - St. George,0 to 17 Years,2016,Number,72,uhf502
Willowbrook,0 to 17 Years,2016,Number,12,uhf503
South Beach - Tottenville,0 to 17 Years,2016,Number,36,uhf504
